tipo	grupo	nombre	version	licencia	purl
library	-	send	0.19.2	MIT	pkg:npm/send@0.19.2
library	-	ms	2.1.3	MIT	pkg:npm/ms@2.1.3
library	-	serve-static	1.16.3	MIT	pkg:npm/serve-static@1.16.3
library	-	setprototypeof	1.2.0	ISC	pkg:npm/setprototypeof@1.2.0
library	-	shebang-command	2.0.0	MIT	pkg:npm/shebang-command@2.0.0
library	-	shebang-regex	3.0.0	MIT	pkg:npm/shebang-regex@3.0.0
library	-	side-channel	1.1.1	MIT	pkg:npm/side-channel@1.1.1
library	-	side-channel-list	1.0.1	MIT	pkg:npm/side-channel-list@1.0.1
library	-	side-channel-map	1.0.1	MIT	pkg:npm/side-channel-map@1.0.1
library	-	side-channel-weakmap	1.0.2	MIT	pkg:npm/side-channel-weakmap@1.0.2
library	-	signal-exit	3.0.7	ISC	pkg:npm/signal-exit@3.0.7
library	-	simple-concat	1.0.1	MIT	pkg:npm/simple-concat@1.0.1
library	-	simple-get	4.0.1	MIT	pkg:npm/simple-get@4.0.1
library	-	sisteransi	1.0.5	MIT	pkg:npm/sisteransi@1.0.5
library	-	slash	3.0.0	MIT	pkg:npm/slash@3.0.0
library	-	source-map	0.6.1	BSD-3-Clause	pkg:npm/source-map@0.6.1
library	-	source-map-support	0.5.13	MIT	pkg:npm/source-map-support@0.5.13
library	-	sprintf-js	1.0.3	BSD-3-Clause	pkg:npm/sprintf-js@1.0.3
library	-	stack-utils	2.0.6	MIT	pkg:npm/stack-utils@2.0.6
library	-	statuses	2.0.2	MIT	pkg:npm/statuses@2.0.2
library	-	string_decoder	1.3.0	MIT	pkg:npm/string_decoder@1.3.0
library	-	string-length	4.0.2	MIT	pkg:npm/string-length@4.0.2
library	-	string-width	4.2.3	MIT	pkg:npm/string-width@4.2.3
library	-	strip-ansi	6.0.1	MIT	pkg:npm/strip-ansi@6.0.1
library	-	strip-bom	4.0.0	MIT	pkg:npm/strip-bom@4.0.0
library	-	strip-final-newline	2.0.0	MIT	pkg:npm/strip-final-newline@2.0.0
library	-	strip-json-comments	3.1.1	MIT	pkg:npm/strip-json-comments@3.1.1
library	-	superagent	10.3.0	MIT	pkg:npm/superagent@10.3.0
library	-	debug	4.4.3	MIT	pkg:npm/debug@4.4.3
library	-	mime	2.6.0	MIT	pkg:npm/mime@2.6.0
library	-	ms	2.1.3	MIT	pkg:npm/ms@2.1.3
library	-	supertest	7.2.2	MIT	pkg:npm/supertest@7.2.2
library	-	cookie-signature	1.2.2	MIT	pkg:npm/cookie-signature@1.2.2
library	-	supports-color	7.2.0	MIT	pkg:npm/supports-color@7.2.0
library	-	supports-preserve-symlinks-flag	1.0.0	MIT	pkg:npm/supports-preserve-symlinks-flag@1.0.0
library	-	tar-fs	2.1.5	MIT	pkg:npm/tar-fs@2.1.5
library	-	tar-stream	2.2.0	MIT	pkg:npm/tar-stream@2.2.0
library	-	test-exclude	6.0.0	ISC	pkg:npm/test-exclude@6.0.0
library	-	tmpl	1.0.5	BSD-3-Clause	pkg:npm/tmpl@1.0.5
library	-	to-regex-range	5.0.1	MIT	pkg:npm/to-regex-range@5.0.1
library	-	toidentifier	1.0.1	MIT	pkg:npm/toidentifier@1.0.1
library	-	tunnel-agent	0.6.0	Apache-2.0	pkg:npm/tunnel-agent@0.6.0
library	-	type-detect	4.0.8	MIT	pkg:npm/type-detect@4.0.8
library	-	type-fest	0.21.3	(MIT OR CC0-1.0)	pkg:npm/type-fest@0.21.3
library	-	type-is	1.6.18	MIT	pkg:npm/type-is@1.6.18
library	-	undici-types	8.3.0	MIT	pkg:npm/undici-types@8.3.0
library	-	unpipe	1.0.0	MIT	pkg:npm/unpipe@1.0.0
library	-	update-browserslist-db	1.2.3	MIT	pkg:npm/update-browserslist-db@1.2.3
library	-	util-deprecate	1.0.2	MIT	pkg:npm/util-deprecate@1.0.2
library	-	utils-merge	1.0.1	MIT	pkg:npm/utils-merge@1.0.1
library	-	v8-to-istanbul	9.3.0	ISC	pkg:npm/v8-to-istanbul@9.3.0
library	-	vary	1.1.2	MIT	pkg:npm/vary@1.1.2
library	-	walker	1.0.8	Apache-2.0	pkg:npm/walker@1.0.8
library	-	which	2.0.2	ISC	pkg:npm/which@2.0.2
library	-	wrap-ansi	7.0.0	MIT	pkg:npm/wrap-ansi@7.0.0
library	-	wrappy	1.0.2	ISC	pkg:npm/wrappy@1.0.2
library	-	write-file-atomic	4.0.2	ISC	pkg:npm/write-file-atomic@4.0.2
library	-	y18n	5.0.8	ISC	pkg:npm/y18n@5.0.8
library	-	yallist	3.1.1	ISC	pkg:npm/yallist@3.1.1
library	-	yargs	17.7.3	MIT	pkg:npm/yargs@17.7.3
library	-	yargs-parser	21.1.1	ISC	pkg:npm/yargs-parser@21.1.1
library	-	yocto-queue	0.1.0	MIT	pkg:npm/yocto-queue@0.1.0
